"title","address_city","address_community","address_county","address_state","address_street","address_street_number","date_collected","issuer_type","heated_water","heating","water_access","building_material","roof_material","fence","floors","rooms","bathroom_count","has_basement","has_balcony","year_built","location_latitude","location_longitude","price","price_currency","price_per_meter"
"Średzki, Środa Śląska",Środa Śląska,Środa Śląska,średzki,dolnośląskie,,,2022-11-15 15:16:44.128 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,,,15,,,,1840,51.1641896,16.5925834,1400000.0,PLN,1206.896551724138
Pałac - okolice Środy Śląskiej,Środa Śląska,Środa Śląska,średzki,dolnośląskie,,,2022-11-15 15:20:31.154 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,,,10,,,,1840,51.16309,16.5952,1400000.0,PLN,1505.3763440860216
Dworek z budynkiem gospodarczym na skraju lasu - d,Sumin,Starogard Gdański,starogardzki,pomorskie,,,2022-11-17 21:20:37.415 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,,OTHER,OTHER,MESH,,6,,true,,2006,53.96553375,18.526892978958,680000.0,PLN,2870.4094554664416
"Dom, 549 m2, Pawłów",Pawłów,Chlewiska,szydłowiecki,mazowieckie,,,2022-11-15 13:39:22.765 +0100,REAL_ESTATE_AGENCY,,,,,,,,10,,,,1890,51.25267,20.83032,2500000.0,PLN,4553.734061930783
Dwór z historycznym parkiem *Inwestycja*,Tomaszów Mazowiecki,Tomaszów Mazowiecki m,tomaszowski,łódzkie,,,2022-11-13 20:11:18.317 +0100,REAL_ESTATE_AGENCY,,,,,,,,10,,true,,1900,51.53119,20.00865,2700000.0,PLN,2766.3934426229507
Popowo Kościelne dwór dworek pałac park jeziorko,Popowo Kościelne,Mieścisko,wągrowiecki,wielkopolskie,,,2022-11-16 11:41:41.531 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,10,,true,,1880,52.71283993245124,17.265728243408212,2100000.0,PLN,3230.769230769231
"Zgorzelecki, Sławnikowice",Sławnikowice,Zgorzelec,zgorzelecki,dolnośląskie,,,2022-11-15 13:05:36.581 +0100,REAL_ESTATE_AGENCY,MUNICIPAL,,WATER_SUPPLY,BRICK,,,,14,,,,,51.1803004,15.1735773,5600000.0,PLN,4056.501267656646
"Zgorzelecki, Sławnikowice",Sławnikowice,Zgorzelec,zgorzelecki,dolnośląskie,,,2022-11-15 13:05:37.766 +0100,REAL_ESTATE_AGENCY,MUNICIPAL,,WATER_SUPPLY,BRICK,,,,14,,true,,,51.1803004,15.1735773,5600000.0,PLN,5199.628597957289
"Bydgoski, Dobrcz, Pyszczyn",Pyszczyn,Dobrcz,bydgoski,kujawsko-pomorskie,,,2022-11-25 13:35:47.401 +0100,REAL_ESTATE_AGENCY,,,,,CERAMIC_TILE,,,,,,true,,,,1890000.0,PLN,9450.0
Rezydencja z oddzielnym mieszkaniem plus dom 150m2,Milanówek,Milanówek,grodziski,mazowieckie,Kwiatowa,,2022-11-21 13:38:17.427 +0100,PRIVATE,,GAS_HEATING,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,10,,true,,2000,52.140361204214635,20.656482916455094,4999000.0,PLN,5375.268817204301
Dom na sprzedaż,Józefów,Witonia,łęczycki,łódzkie,,,2022-11-21 00:36:15.226 +0100,REAL_ESTATE_AGENCY,,,,OTHER,,,,10,,,,,,,6900000.0,PLN,18956.043956043955
Dom na sprzedaż,Łódź,Łódź,Łódź,łódzkie,,,2022-11-24 13:43:53.909 +0100,REAL_ESTATE_AGENCY,,,,OTHER,,,,34,,,,1900,51.7618667,19.4645819,2700000.0,PLN,2766.3934426229507
Nietuzinkowa nieruchomość na wsi,Malbork,Malbork m,malborski,pomorskie,,,2022-11-25 09:36:49.144 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,WOOD,METAL_SHEET,MESH,,2,,true,,1866,54.03834,19.02913,239000.0,PLN,1796.9924812030076
Dom na sprzedaż,Nowy Dwór Mazowiecki,Nowy Dwór Mazowiecki,nowodworski,mazowieckie,,,2022-11-24 13:43:54.654 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,,,18,,,,1900,52.4306508,20.7154712,1450000.0,PLN,3452.3809523809523
Willa Rezydencjalna W Józefowie,Józefów,Józefów,otwocki,mazowieckie,,,2022-11-20 23:20:12.590 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,,,CERAMIC_TILE,,,10,,,,,52.14122,21.22836,6900000.0,PLN,14256.198347107438
"Malownicza inwestycja pod Kazimierzem Dolnym 2,8ha",Rąblów,Wąwolnica,puławski,lubelskie,,,2022-11-20 20:40:14.589 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,,BLOCK,,MESH,,10,,true,,,51.30766,22.07904,5200000.0,PLN,4126.984126984127
Dom na sprzedaż,Starkowo,Ustka,słupski,pomorskie,,,2022-11-21 13:40:38.136 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,6,,,,,54.510696411133,16.806879043579,590000.0,PLN,2107.1428571428573
"średzki, Miękinia, Kościuszki",Miękinia,Miękinia,średzki,dolnośląskie,Kościuszki,,2022-11-24 23:37:51.454 +0100,PRIVATE,,,,,,,,10,,,,,51.1292,16.7429,1500000.0,PLN,1785.7142857142858
Zespół Parkowo-Dworski Z Parkiem Krajobrazowym,Chaławy,Brodnica,śremski,wielkopolskie,,,2022-11-25 19:06:03.221 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,,OTHER,,10,,,,2004,52.12517,16.8525,2900000.0,PLN,3532.0626027647527
Piękny dom w otoczeniu lasu Rybienko Leśne,Wyszków,Wyszków,wyszkowski,mazowieckie,,,2022-11-23 10:40:41.568 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,CERAMIC_TILE,WOODEN,,5,,,,2008,52.575457,21.44691,1275000.0,PLN,5930.232558139535
Dom na sprzedaż,Drogoszewo,Wyszków,wyszkowski,mazowieckie,,,2022-11-23 11:37:49.483 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,CONCRETE,,WOODEN,,5,,,,2008,52.575457,21.44691,1275000.0,PLN,5930.232558139535
Dom na sprzedaż,Żary,Żary m,żarski,lubuskie,,,2022-11-24 16:38:43.948 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,OTHER,,8,,,,1871,51.6043517,15.1728223,840000.0,PLN,1866.6666666666667
"Przepiękna Zabytkowa ""Willa Romana "" !!!",Ciechocinek,Ciechocinek,aleksandrowski,kujawsko-pomorskie,,,2022-11-28 21:55:33.217 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,OTHER,OTHER,OTHER,,10,,,,1820,52.86943,18.79115,1990000.0,PLN,5306.666666666667
"Chojnicki, Czersk, Kwieki",Kwieki,Czersk,chojnicki,pomorskie,,,2022-12-02 19:50:41.852 +0100,REAL_ESTATE_AGENCY,,OTHER_HEATING,,MIXED,,,,5,2,true,,,53.8139,17.86342,2600000.0,PLN,8825.825723887438
"Chojnicki, Chojnice, Czartołomie",Czartołomie,Chojnice,chojnicki,pomorskie,,,2022-11-30 11:47:28.233 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,,BRICK,,,,9,4,true,,1794,53.73556,17.57419,4680000.0,PLN,5850.0
"Chojnicki, Chojnice, Czartołomie",Czartołomie,Chojnice,chojnicki,pomorskie,,,2022-11-30 11:51:38.907 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,,BRICK,,,,9,4,true,,1794,53.73556,17.57419,4680000.0,PLN,6685.714285714285
"Unikatowy dworek, w nowoczesnym stylu- Tylko u nas",Kwieki,Czersk,chojnicki,pomorskie,,,2022-12-02 19:34:31.803 +0100,REAL_ESTATE_AGENCY,,OTHER_HEATING,,OTHER,,,,5,,true,,,53.8139,17.86342,2600000.0,PLN,8095.6532569435785
Zabytkowy Dwór z XVIII wieku w Dawidach,Dawidy,Pasłęk,elbląski,warmińsko-mazurskie,,,2022-11-28 18:42:33.073 +0100,REAL_ESTATE_AGENCY,,,,BRICK,CERAMIC_TILE,,,10,,,,1730,54.13201,19.68732,1200000.0,PLN,2000.0
Odrestaurowany Dworek Z XIX w. + 25 ha Gruntu,Marzewo,Pasłęk,elbląski,warmińsko-mazurskie,,,2022-11-28 21:54:12.425 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,,,10,,true,,1853,53.97444,19.68476,7500000.0,PLN,7684.426229508197
"Elbląski, Pasłęk, Dawidy",Dawidy,Pasłęk,elbląski,warmińsko-mazurskie,,,2022-11-28 18:41:21.112 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,,,14,7,,,1730,54.1338,19.6892,5628000.0,PLN,9380.0
Dwór z Parkiem - piękna okolica lasów i jezior,Bobolice,Bobolice,koszaliński,zachodniopomorskie,,,2022-12-01 07:52:16.996 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,OTHER,OTHER,OTHER,,10,,true,,1907,54.001311864648,16.116943359375,1600000.0,PLN,2388.0597014925374
Dworek w Łebieniu- Zespół Pałacowo-Parkowy,Łebień,Nowa Wieś Lęborska,lęborski,pomorskie,,,2022-11-26 16:42:56.158 +0100,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,OTHER,CERAMIC_TILE,,,10,,true,,,54.6441255,17.7203224,3000000.0,PLN,2500.0
"Myślenicki (pow.), Dobczyce (gm.), Rudnik",Rudnik,Dobczyce,myślenicki,małopolskie,,,2022-11-30 10:53:17.046 +0100,REAL_ESTATE_AGENCY,MUNICIPAL,GAS_HEATING,WATER_SUPPLY,BRICK,,OTHER,,6,2,true,true,2007,49.9178,20.0874,1124000.0,PLN,5978.723404255319
"Myślenicki (pow.), Dobczyce (gm.), Rudnik",Rudnik,Dobczyce,myślenicki,małopolskie,,,2022-11-30 10:53:37.768 +0100,REAL_ESTATE_AGENCY,MUNICIPAL,GAS_HEATING,WATER_SUPPLY,BRICK,,OTHER,,6,2,true,true,2007,49.9178,20.0874,1124000.0,PLN,8144.927536231884
Góralska chata na skraju Puszczy Kampinoskiej,Czeczotki,Czosnów,nowodworski,mazowieckie,,,2022-12-01 11:19:17.017 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,,WOOD,,WOODEN,,3,,,,2007,52.3834,20.66185,850000.0,PLN,6746.0317460317465
Dom na sprzedaż,Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie,,,2022-11-29 15:12:42.314 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,OTHER,,9,,,,2000,52.0834787,21.1208073,5350000.0,PLN,7430.555555555556
Dom na sprzedaż,Masłowice,Masłowice,radomszczański,łódzkie,,,2022-12-02 14:40:29.402 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,,,4,,,,1900,51.1056435,19.7895148,440000.0,PLN,1466.6666666666667
"sochaczewski, Sochaczew, Żuków",Żuków,Sochaczew,sochaczewski,mazowieckie,,,2022-11-30 12:25:59.107 +0100,PRIVATE,,,,,,,,8,,,,,52.2714,20.2652,2400000.0,PLN,5581.395348837209
"sochaczewski, Sochaczew, Żuków",Żuków,Sochaczew,sochaczewski,mazowieckie,,,2022-11-30 12:18:02.895 +0100,PRIVATE,,,,,,,,8,,,,,52.2714,20.2652,2990000.0,PLN,5155.172413793103
"Oryginalny, ponadczasowy dom.",Kiełpin,Łomianki,warszawski zachodni,mazowieckie,Wiśniowa,,2022-12-01 11:20:18.600 +0100,REAL_ESTATE_AGENCY,,,,,,,,8,,true,,2012,52.35752,20.86964,4500000.0,PLN,11538.461538461539
Wyjątkowy Dworek z dala od zgiełku miasta,Zambrzyniec,Łochów,węgrowski,mazowieckie,,,2022-12-02 13:11:13.580 +0100,REAL_ESTATE_AGENCY,,,,,,,,10,,,,,52.51527,21.836,3500000.0,PLN,6125.306265313266
Villa Il Monastero,Sanniki,Sanniki,gostyniński,mazowieckie,,,2022-12-06 16:36:06.920 +0100,REAL_ESTATE_AGENCY,,,,,,,,10,,true,,,43.05818,11.60606,3000000.0,PLN,3550.2958579881656
"PAŁAC - idealny na Hotel, Pensjonat, Klinikę itp.",Polanica-Zdrój,Polanica-Zdrój,kłodzki,dolnośląskie,,,2022-12-03 11:20:52.072 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,MESH,,10,,,,,50.40346,16.51282,2450000.0,PLN,1525.5292652552926
Pałac w Krzywiczynach - na sprzedaż,Krzywiczyny,Wołczyn,kluczborski,opolskie,,,2022-12-06 15:11:53.042 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,10,,,,1780,51.06781,18.05085,600000.0,PLN,545.4545454545455
Eklektyczny dwór myśliwski Bieczyny,Bieczyny,Czempiń,kościański,wielkopolskie,,,2022-12-09 17:20:17.104 +0100,REAL_ESTATE_AGENCY,,OTHER_HEATING,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,10,,true,,1936,52.19699,16.76369,4600000.0,PLN,11500.0
Dom na sprzedaż,Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie,,,2022-12-03 21:05:17.320 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,OTHER,,9,,,,2000,52.0834787,21.1208073,4999000.0,PLN,6943.055555555556
"mazowieckie, piaseczyński, Piaseczno, Zalesie Górne",Zalesie Górne,Piaseczno,piaseczyński,mazowieckie,,,2022-12-09 20:25:30.586 +0100,REAL_ESTATE_AGENCY,OTHER_HEATING,,WATER_SUPPLY,BLOCK,,MIXED,,,,true,true,2003,52.027217,21.037051,4495000.0,PLN,1798.0
"Radomski (Pow.), Przytyk (Gm.), Oblas",Oblas,Przytyk,radomski,mazowieckie,,,2022-12-08 13:16:48.620 +0100,REAL_ESTATE_AGENCY,MUNICIPAL,NONE,WATER_SUPPLY,BRICK,,METAL,,3,,true,true,1915,51.4477,20.9254,699000.0,PLN,1270.909090909091
Nowoczesna Rezydencja W Wilanowie. Bez Prowizji!,Warszawa,Warszawa,Warszawa,mazowieckie,,,2022-12-07 16:51:34.792 +0100,REAL_ESTATE_AGENCY,,OTHER_HEATING,,,,,,4,,,,2024,52.16459,21.08253,6400000.0,PLN,20533.88090349076
"Warszawski Zachodni, Leszno",Leszno,Leszno,warszawski zachodni,mazowieckie,,,2022-12-05 22:16:32.216 +0100,REAL_ESTATE_AGENCY,,TILED_STOVE,,MIXED,,,,6,4,,,2013,52.2635518,20.5765376,3450000.0,PLN,12410.071942446044
Unikalny dworek na skraju Kampinosu. 30 min od W-y,Leszno,Leszno,warszawski zachodni,mazowieckie,,,2022-12-05 22:21:04.729 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,,,,,6,,,,2013,52.2635518,20.5765376,3450000.0,PLN,16428.571428571428
"Zabytek z 1770 roku, dom + grunt",Przecław,Niegosławice,żagański,lubuskie,,,2022-12-08 20:39:01.214 +0100,PRIVATE,,,WATER_SUPPLY,BRICK,,,,7,,,,1770,51.6049,15.75704,354000.0,PLN,1180.0
Piękna-Willa na wzgórzu-Lubsko(lubuskie)-dz. 3240m,Lubsko,Lubsko,żarski,lubuskie,,,2022-12-09 19:51:23.682 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,MESH,,10,,,,,51.78453,14.97317,300000.0,PLN,750.0
Pałac Walewskich herbu Colonna w Kalinowej.,Kalinowa,Zapolice,zduńskowolski,łódzkie,,,2022-12-06 09:51:51.637 +0100,REAL_ESTATE_AGENCY,,,,,,MESH,,10,,,,,51.49107,18.92507,759999.0,PLN,1519.998
Piękna Villa do remontu dla Konesera gm. Milejewo,Huta Żuławska,Milejewo,elbląski,warmińsko-mazurskie,"33",,2022-12-13 14:51:14.520 +0100,PRIVATE,,,WATER_SUPPLY,BRICK,METAL_SHEET,MESH,,8,,true,,1909,54.25391,19.58513,600000.0,PLN,2307.6923076923076
* Posiadłość dworska z historycznym parkiem 5ha *,Tuszyn,Tuszyn,łódzki wschodni,łódzkie,,,2022-12-10 14:10:43.907 +0100,REAL_ESTATE_AGENCY,,,,,,,,10,,true,,1900,51.60616,19.53355,2700000.0,PLN,2766.3934426229507
"Namysłowski, Namysłów, Brzezinka",Brzezinka,Namysłów,namysłowski,opolskie,,,2022-12-14 09:08:28.723 +0100,PRIVATE,,,,,,,,10,,true,,1818,51.18544,17.79983,1900000.0,PLN,4750.0
"Namysłowski, Namysłów, Brzezinka",Brzezinka,Namysłów,namysłowski,opolskie,,,2022-12-14 09:08:18.743 +0100,PRIVATE,,,,,,,,10,,true,,1818,51.18544,17.79983,1900000.0,PLN,3454.5454545454545
"100-letni dworek * po remoncie * do wykończenia *",Zakroczym,Zakroczym,nowodworski,mazowieckie,,,2022-12-10 14:10:43.570 +0100,REAL_ESTATE_AGENCY,,OTHER_HEATING,WATER_SUPPLY,BRICK,,OTHER,,10,,,,1900,52.43799,20.61198,1450000.0,PLN,3452.3809523809523
"Piaseczyński, Piaseczno, Zalesie Górne",Zalesie Górne,Piaseczno,piaseczyński,mazowieckie,,,2022-12-15 11:47:00.543 +0100,REAL_ESTATE_AGENCY,GAS_HEATING,GAS_HEATING,WATER_SUPPLY,BRICK,,,,7,2,,,2004,52.0274,21.0367,1330000.0,PLN,5018.867924528302
Zabytkowy 100-letni dworek na ponad 3ha działce,Oblas,Przytyk,radomski,mazowieckie,,,2022-12-12 14:10:51.999 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,METAL_SHEET,OTHER,,3,,true,,1915,51.44118,20.91533,699000.0,PLN,1398.0
"Tarnowski, Tuchów, Karwodrza",Karwodrza,Tuchów,tarnowski,małopolskie,,,2022-12-12 13:25:48.837 +0100,REAL_ESTATE_AGENCY,MUNICIPAL,OTHER_HEATING,WATER_SUPPLY,,CERAMIC_TILE,,,6,,,true,2021,49.9251,21.0715,459000.0,PLN,2390.625
"Wągrowiecki (Pow.), Mieścisko (Gm.), Popowo Kościelne,  38",Popowo Kościelne,Mieścisko,wągrowiecki,wielkopolskie,,,2022-12-12 20:35:48.618 +0100,REAL_ESTATE_AGENCY,MUNICIPAL,,WATER_SUPPLY,BRICK,,OTHER,,10,,true,true,1880,52.7127,17.2658,2100000.0,PLN,3230.769230769231
Zabytkowa Stara Willa Sturma !!!,Gozdnica,Gozdnica,żagański,lubuskie,,,2022-12-10 01:33:14.861 +0100,REAL_ESTATE_AGENCY,,,,,CERAMIC_TILE,,,10,,,,1889,51.43689,15.09736,5600000.0,PLN,4666.666666666667
Pałac z działką 5ha oraz możliwością dokupienia 30,Podgórki,Świerzawa,złotoryjski,dolnośląskie,,,2022-12-16 01:07:11.082 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,,,METAL,,10,,true,,,50.95683,15.85582,6500000.0,PLN,1185.0501367365544
Rezydencja z widokiem na góry,Chełmsko Śląskie,Lubawka,kamiennogórski,dolnośląskie,,,2022-12-22 10:10:48.839 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,,,,,,10,,true,,1890,50.66424,16.07312,2600000.0,PLN,2857.1428571428573
"Łódź, Łódź-Bałuty, Bałuty, Przyklasztorze",Łódź,Łódź,Łódź,łódzkie,Przyklasztorze,,2022-12-19 16:06:30.452 +0100,REAL_ESTATE_AGENCY,,,,,,,,5,,,,1926,51.84102,19.49241,6900000.0,PLN,13800.0
"Łódź, Łódź-Bałuty, Bałuty, Przyklasztorze",Łódź,Łódź,Łódź,łódzkie,Przyklasztorze,,2022-12-19 16:16:06.867 +0100,REAL_ESTATE_AGENCY,,,,,,,,6,,,,1926,51.84102,19.49241,6900000.0,PLN,9857.142857142857
Dom na sprzedaż,Czeczotki,Czosnów,nowodworski,mazowieckie,,,2022-12-20 15:42:54.530 +0100,REAL_ESTATE_AGENCY,,,,WOOD,,WOODEN,,3,,,,2007,52.3844444,20.6605556,850000.0,PLN,6746.0317460317465
Rezydencja dla konesera pod Konstancinem,Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie,,,2022-12-21 02:50:42.173 +0100,REAL_ESTATE_AGENCY,,MUNICIPAL,,BRICK,,,,7,,,,2014,52.07678,21.13557,5700000.0,PLN,9500.0
"Dworek 450 m2, działka 32 a",Raciąż,Raciąż m,płoński,mazowieckie,,,2022-12-21 11:37:04.647 +0100,REAL_ESTATE_AGENCY,,OTHER_HEATING,,BRICK,,MESH,,10,,,,1920,52.78449234,19.99374385,1390000.0,PLN,3088.8888888888887
"Płoński, Raciąż",Raciąż,Raciąż m,płoński,mazowieckie,,,2022-12-21 11:46:15.326 +0100,REAL_ESTATE_AGENCY,OTHER_HEATING,OTHER_HEATING,WELL,BRICK,,MESH,,15,10,,,1920,52.78449234,19.99374385,1390000.0,PLN,2438.59649122807
Pałacyk z inwentaryzacją na 19 mieszkań!,Poznań,Poznań,Poznań,wielkopolskie,"28 Czerwca 1956 r.",,2022-12-21 16:06:15.964 +0100,REAL_ESTATE_AGENCY,,MUNICIPAL,,BRICK,,OTHER,,10,,,,1895,52.38538381,16.91437411,4500000.0,PLN,6428.571428571428
Zespół pałacowo-parkowy,Czyżów Szlachecki,Zawichost,sandomierski,świętokrzyskie,,,2022-12-19 10:35:51.300 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,METAL_SHEET,OTHER,,10,,,,,50.82731,21.78248,1155000.0,PLN,1113.3603238866397
Na sprzedaż urokliwy dom pod Chełmnem!,Watorowo,Kijewo Królewskie,chełmiński,kujawsko-pomorskie,,,2022-12-30 21:10:36.908 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,OTHER,METAL_SHEET,,,4,,true,,,53.29734,18.42866,449000.0,PLN,2363.157894736842
Dom na sprzedaż,Gorlice,Gorlice m,gorlicki,małopolskie,Sienkiewicza,"1",2022-12-28 13:07:34.933 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,METAL,,6,,,,,49.6538934,21.1634231,530000.0,PLN,3702.4100593782746
Hiszpańska willa w mieście-ogrodzie,Milanówek,Milanówek,grodziski,mazowieckie,,,2022-12-30 11:20:20.107 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,,BRICK,,,,10,,true,,2000,52.11853,20.67162,3900000.0,PLN,5000.0
"Piękny dom w stylu dworkowym, działka 5000 mkw.",Lipowo,Wiązowna,otwocki,mazowieckie,,,2022-12-29 16:40:17.808 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,,BRICK,,,,8,,,,1997,52.14388,21.39808,1990000.0,PLN,6633.333333333333
"Przemyski, Fredropol, Młodowice",Młodowice,Fredropol,przemyski,podkarpackie,,,2022-12-30 00:46:03.438 +0100,REAL_ESTATE_AGENCY,ELECTRIC_HEATING,GAS_HEATING,WATER_SUPPLY,BRICK,,OTHER,,8,3,true,true,1905,49.70326301,22.79042029,1598000.0,PLN,3463.3723450368448
Przemyśl,Przemyśl,Przemyśl m,Przemyśl,podkarpackie,,,2022-12-29 00:46:35.669 +0100,REAL_ESTATE_AGENCY,OTHER_HEATING,GAS_HEATING,WELL,BRICK,,OTHER,,8,3,true,true,1905,49.68618955,22.7726469,1599000.0,PLN,3465.5396618985696
"Przysuski, Borkowice",Borkowice,Borkowice,przysuski,mazowieckie,,,2022-12-29 20:36:10.149 +0100,REAL_ESTATE_AGENCY,GAS_HEATING,,WATER_SUPPLY,,,,,20,,,,1908,51.32164,20.68168,7500000.0,PLN,3750.0
Warszawa,Warszawa,Warszawa,Warszawa,mazowieckie,,,2022-12-27 18:37:05.373 +0100,REAL_ESTATE_AGENCY,,,,BRICK,CERAMIC_TILE,,,4,,,,1991,52.2296756,21.0122287,8000000.0,PLN,18390.80459770115
Kierzkowo,Kierzkowo,Przywidz,gdański,pomorskie,,,2023-01-03 19:50:52.806 +0100,REAL_ESTATE_AGENCY,,,,,OTHER,,,10,,true,,,54.1652671,18.3365873,3750000.0,PLN,12500.0
"kętrzyński, Barciany, Maciejki",Maciejki,Barciany,kętrzyński,warmińsko-mazurskie,,,2023-01-01 16:06:03.234 +0100,PRIVATE,OTHER_HEATING,OTHER_HEATING,WATER_SUPPLY,BRICK,,MESH,,12,,true,,1920,54.2198,21.3531,2800000.0,PLN,4666.666666666667
Dwór z XVII w.,Kościan,Kościan,kościański,wielkopolskie,,,2023-01-02 16:20:59.701 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,BRICK,,,,6,,,,1606,52.08491,16.6478,400000.0,PLN,8.384338056510439
Piękny dom z ogrodem dostępny od zaraz,Górka Pabianicka,Pabianice,pabianicki,łódzkie,,,2023-01-04 12:51:52.959 +0100,REAL_ESTATE_AGENCY,,OTHER_HEATING,,BRICK,CERAMIC_TILE,MESH,,7,,,,2000,51.695,19.3178,3000000.0,PLN,7500.0
Posiadłość z Willą tylko 34 km od Warszawy!,Teresin,Teresin,sochaczewski,mazowieckie,,,2023-01-03 19:51:58.459 +0100,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,OTHER,OTHER,METAL,,8,,,,1996,52.19938,20.41891,3300000.0,PLN,5769.2307692307695
Popowo Kościelne dwór dworek pałac park jeziorko,Popowo Kościelne,Mieścisko,wągrowiecki,wielkopolskie,,,2023-01-05 23:20:14.468 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,10,,true,,1880,52.712657942222684,17.26602865081788,2100000.0,PLN,3230.769230769231
"Warszawski Zachodni, Stare Babice, Zielonki-Wieś",Zielonki-Wieś,Stare Babice,warszawski zachodni,mazowieckie,,,2023-01-07 01:45:57.430 +0100,REAL_ESTATE_AGENCY,,,,BRICK,CERAMIC_TILE,OTHER,,,,true,true,1998,,,3900000.0,PLN,7442.748091603054
"Oryginalny, ponadczasowy dom.",Kiełpin,Łomianki,warszawski zachodni,mazowieckie,Wiśniowa,,2023-01-07 00:09:03.707 +0100,REAL_ESTATE_AGENCY,,,,,,,,8,,true,,2012,52.35752,20.86964,4500000.0,PLN,11538.461538461539
"Warszawski Zachodni, Stare Babice, Zielonki-Wieś",Zielonki-Wieś,Stare Babice,warszawski zachodni,mazowieckie,,,2023-01-07 01:50:45.607 +0100,REAL_ESTATE_AGENCY,,,,BRICK,CERAMIC_TILE,OTHER,,,,true,true,1998,,,3900000.0,PLN,7738.0952380952385
Dom na sprzedaż,Żary,Żary m,żarski,lubuskie,,,2023-01-02 14:39:18.001 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,OTHER,,OTHER,,6,,,,,51.6385162,15.1422487,1500000.0,PLN,3125.0
"Bydgoski, Dobrcz, Trzeciewiec",Trzeciewiec,Dobrcz,bydgoski,kujawsko-pomorskie,,,2023-01-09 10:39:06.801 +0100,REAL_ESTATE_AGENCY,,OTHER_HEATING,,BLOCK,ROOFING_FELT,,,8,2,,true,2022,53.2631,18.1972,800000.0,PLN,4000.0
"Bydgoski, Dobrcz, Trzeciewiec",Trzeciewiec,Dobrcz,bydgoski,kujawsko-pomorskie,,,2023-01-09 10:37:08.442 +0100,REAL_ESTATE_AGENCY,,OTHER_HEATING,,BLOCK,ROOFING_FELT,,,8,2,,true,2022,53.2631,18.1972,800000.0,PLN,2857.1428571428573
Zespól pałacowo-parkowy w cenie domu,Podegrodzie,Drawno,choszczeński,zachodniopomorskie,,,2023-01-13 14:10:52.890 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,,OTHER,,10,,true,,1850,53.19448,15.78819,1500000.0,PLN,2276.936154710222
