"title","address_city","address_community","address_county","address_state","address_street","address_street_number","date_collected","issuer_type","heated_water","heating","water_access","building_material","roof_material","fence","floors","rooms","bathroom_count","has_basement","has_balcony","year_built","location_latitude","location_longitude","price","price_currency","price_per_meter"
Siedlisko wśród pagórków i jezior oraz łąk,Sorkwity,Sorkwity,mrągowski,warmińsko-mazurskie,,,2022-09-27 23:20:16.772 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,10,,,,,53.84532,21.14017,1900000.0,PLN,5000.0
Sprzedam dom z basenem Konstancin rezydencja,Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie,,,2022-09-26 13:05:40.779 +0200,REAL_ESTATE_AGENCY,,,,,,,,10,,,,2000,52.09387,21.11772,3000000.0,PLN,3125.0
Dworek w Łowinie/zamiana na m4 z tarasem w Bydg,Łowin,Pruszcz,świecki,kujawsko-pomorskie,,,2022-09-30 11:50:48.453 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,7,,true,,1908,53.34601,18.16742,1198000.0,PLN,3993.3333333333335
Przepiękna willa przy Kampinosie,Dąbrowa,Łomianki,warszawski zachodni,mazowieckie,,,2022-09-27 10:20:44.414 +0200,REAL_ESTATE_AGENCY,,,,,,,,7,,,,2005,52.32305,20.87817,6400000.0,PLN,8888.888888888889
Rezydencja przy Puszczy Niepołomickiej Proszówki,Proszówki,Bochnia,bocheński,małopolskie,,,2022-10-03 16:06:54.000 +0200,REAL_ESTATE_AGENCY,,,,,,,,5,,,,2004,50.01322,20.42981,1490000.0,PLN,6834.862385321101
"Dom, 700 m2, Wisła",Wisła,Wisła,cieszyński,śląskie,,,2022-10-01 10:20:45.868 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,BRICK,,,,10,,,,,49.65201,18.86263,3499900.0,PLN,4999.857142857143
Dom dworek modrzewiowy na 13800 m2,Szopy,Gronowo Elbląskie,elbląski,warmińsko-mazurskie,,,2022-10-04 04:17:19.242 +0200,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,WOOD,WOOD,NONE,,5,,true,,1890,54.12533969133538,19.328321820068357,500000.0,PLN,2500.0
Piękna rezydencja z dużym ogrodem -Wola Justowska.,Kraków,Kraków,Kraków,małopolskie,,,2022-10-06 15:05:57.605 +0200,REAL_ESTATE_AGENCY,,,,,,,,5,,,,,50.0607,19.83864,7150000.0,PLN,17354.368932038837
Sprzedam Zespół pałacowo-parkowy nad jeziorem.,Łobez,Łobez,łobeski,zachodniopomorskie,,,2022-10-03 12:51:40.968 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,OTHER,METAL,,10,,true,,,53.63915,15.62303,3200000.0,PLN,4542.22853087296
Zespół pałacowy 20 min-Poznań-ULGA-NOWA CENA-HIT,Poznań,Poznań,Poznań,wielkopolskie,,,2022-10-05 07:40:25.425 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,OTHER,NONE,,10,,,,1820,52.40827,16.93352,2750000.0,PLN,723.6842105263158
Dworek-Ostatnia Pamiątka po Chopinie na Sprzedaż!,Sochaczew,Sochaczew m,sochaczewski,mazowieckie,Hotelowa,,2022-10-03 20:40:24.123 +0200,REAL_ESTATE_AGENCY,,,,BRICK,ROOFING_FELT,,,10,,,,1820,52.25388,20.28163,1250000.0,PLN,2097.3154362416108
Rezydencja w Wilanowie,Warszawa,Warszawa,Warszawa,mazowieckie,,,2022-10-05 11:51:17.724 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,,,,,,8,,,,2007,52.14681,21.12549,3900000.0,PLN,6724.137931034483
"Oryginalny, ponadczasowy dom.",Kiełpin,Łomianki,warszawski zachodni,mazowieckie,Wiśniowa,,2022-10-03 11:05:44.408 +0200,REAL_ESTATE_AGENCY,,,,,,,,8,,true,,2012,52.35752,20.86964,4500000.0,PLN,11538.461538461539
"Warszawski Zachodni, Kampinos, Podkampinos",Podkampinos,Kampinos,warszawski zachodni,mazowieckie,,,2022-10-03 11:25:37.372 +0200,,OTHER_HEATING,ELECTRIC_HEATING,WELL,WOOD,,MIXED,,5,2,,,1918,52.2418,20.4526,3900000.0,PLN,12264.150943396226
Dworek nad rzeką z k. XIX wieku w 30km od Warszawy,Leszno,Leszno,warszawski zachodni,mazowieckie,,,2022-10-03 11:20:30.118 +0200,REAL_ESTATE_AGENCY,,ELECTRIC_HEATING,WATER_SUPPLY,WOOD,CERAMIC_TILE,OTHER,,5,,,,1918,52.25512913,20.45771169,3900000.0,PLN,12264.150943396226
Dom na sprzedaż,Ogrodzieniec,Ogrodzieniec,zawierciański,śląskie,Młodzieży,,2022-10-04 15:09:34.415 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,OTHER,,OTHER,,8,,,,,50.4521463,19.5213629,630000.0,PLN,1260.0
Dom na sprzedaż,Sławnikowice,Zgorzelec,zgorzelecki,dolnośląskie,,,2022-10-03 15:07:33.638 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,14,,,,18121815,51.1803,15.17357,5600000.0,PLN,4056.501267656646
Zabytkowa rezydencja - Sulechów / okolice Z. Góry,Sulechów,Sulechów,zielonogórski,lubuskie,Odrzańska,,2022-10-03 16:50:57.152 +0200,PRIVATE,,,,,OTHER,,,10,,true,,1900,52.0736835,15.6157898,990000.0,PLN,1778.4644127474583
Energooszczędny dom dla wyjątkowego klienta.,Mazańcowice,Jasienica,bielski,śląskie,,,2022-10-09 10:50:59.490 +0200,REAL_ESTATE_AGENCY,,,,,,,,8,,,,,49.84772,18.9831,8500000.0,PLN,10000.0
Dom na sprzedaż,Biskupiec,Biskupiec,olsztyński,warmińsko-mazurskie,,,2022-10-12 11:07:47.481 +0200,REAL_ESTATE_AGENCY,,,,OTHER,,OTHER,,15,,,,2004,53.8626958,20.9547074,2770000.0,PLN,3077.777777777778
Dom na sprzedaż,Książnik,Miłakowo,ostródzki,warmińsko-mazurskie,,,2022-10-12 11:07:45.799 +0200,REAL_ESTATE_AGENCY,,,,OTHER,,OTHER,,10,,,,1760,53.9676018,20.073891,2990000.0,PLN,4175.977653631285
Dom na sprzedaż,Jaśkowo,Pisz,piski,warmińsko-mazurskie,,,2022-10-12 11:07:46.636 +0200,REAL_ESTATE_AGENCY,,,,OTHER,,OTHER,,30,,,,1721,53.5806554,21.6692385,3499000.0,PLN,2047.3961380924518
Dom na sprzedaż,Dobra,Dobra (Szczecińska),policki,zachodniopomorskie,,,2022-10-14 16:36:48.566 +0200,REAL_ESTATE_AGENCY,,,,OTHER,,OTHER,,8,,,,,53.4868077,14.3857925,399000.0,PLN,110.83333333333333
Dom na sprzedaż,Poznań,Poznań,Poznań,wielkopolskie,Stare Miasto,,2022-10-13 01:04:09.564 +0200,REAL_ESTATE_AGENCY,,,,OTHER,,NONE,,,,,,0,52.406374,16.9251681,5100000.0,PLN,13421.052631578947
"Wągrowiecki (Pow.), Mieścisko (Gm.), Popowo Kościelne,  38",Popowo Kościelne,Mieścisko,wągrowiecki,wielkopolskie,,,2022-10-13 13:16:21.447 +0200,REAL_ESTATE_AGENCY,,,,,,,,10,,,,,52.7127,17.2658,2100000.0,PLN,3230.769230769231
Dworek nad rzeką z k. XIX wieku w 30km od Warszawy,Podkampinos,Kampinos,warszawski zachodni,mazowieckie,,,2022-10-12 10:35:34.277 +0200,REAL_ESTATE_AGENCY,,ELECTRIC_HEATING,,WOOD,,,,6,,,,1918,52.24219,20.45285,3900000.0,PLN,15600.0
Rezydencja z piękną działką!,Gościcino,Wejherowo,wejherowski,pomorskie,Szlachecka,,2022-10-08 19:33:48.832 +0200,REAL_ESTATE_AGENCY,,,,,,,,9,,true,,2003,54.58784,18.16549,2599000.0,PLN,4346.153846153846
"Wołowski, Wińsko",Wińsko,Wińsko,wołowski,dolnośląskie,,,2022-10-11 16:36:46.245 +0200,REAL_ESTATE_AGENCY,NONE,TILED_STOVE,WELL,,METAL_TILE,MIXED,,3,1,true,,,51.4700683,16.6142027,295000.0,PLN,2892.156862745098
"Wołowski, Wińsko",Wińsko,Wińsko,wołowski,dolnośląskie,,,2022-10-11 16:33:35.159 +0200,REAL_ESTATE_AGENCY,NONE,TILED_STOVE,WELL,,METAL_TILE,MIXED,,3,1,true,,,51.4700683,16.6142027,295000.0,PLN,2269.230769230769
Zabytkowa Stara Willa Sturma !!!,Gozdnica,Gozdnica,żagański,lubuskie,,,2022-10-10 22:11:02.207 +0200,REAL_ESTATE_AGENCY,,,,,CERAMIC_TILE,,,10,,,,1889,51.43689,15.09736,5600000.0,PLN,4666.666666666667
Kudowa Zdrój-pensjonat -perełka-bezpieczneMIEJSCE,Kudowa-Zdrój,Kudowa-Zdrój,kłodzki,dolnośląskie,,,2022-10-15 05:50:30.316 +0200,REAL_ESTATE_AGENCY,,,,BRICK,,,,10,,,,,50.43492,16.23916,6000000.0,PLN,3000.0
Zabytkowy Dworek w Świeminie ! 25km od Morza !,Świemino,Biesiekierz,koszaliński,zachodniopomorskie,,,2022-10-20 09:51:34.451 +0200,REAL_ESTATE_AGENCY,,,,BRICK,CERAMIC_TILE,,,10,,true,,,54.08917,15.94627,370000.0,PLN,672.7272727272727
Urokliwy zabytkowy dwór,Łukówiec,Mrozy,miński,mazowieckie,,,2022-10-16 13:10:23.599 +0200,PRIVATE,,GAS_HEATING,WATER_SUPPLY,WOOD,WOOD,NONE,,9,,true,,1820,52.05082,21.85504,3000000.0,PLN,4285.714285714285
"Zabytkowy dworek, ponad 3ha działka koło Radomia",Oblas,Przytyk,radomski,mazowieckie,,,2022-10-19 09:04:37.558 +0200,REAL_ESTATE_AGENCY,,,,BRICK,OTHER,,,3,,true,,1915,51.44118,20.91533,699000.0,PLN,1270.909090909091
Dworek 100-letni,Dynów,Dynów m,rzeszowski,podkarpackie,,,2022-10-19 17:10:56.867 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,,,,5,,,,1918,49.81497,22.23282,1150000.0,PLN,6460.6741573033705
Zabytkowa Villa Piątkowskich w Sosnowcu,Sosnowiec,Sosnowiec,Sosnowiec,śląskie,,,2022-10-18 14:11:01.278 +0200,REAL_ESTATE_AGENCY,,,,,,,,10,,,,1905,50.278083,19.134294,4499900.0,PLN,4155.032317636195
"""Ekonomówka"" przy pałacu w Rulewie - na sprzedaż",Rulewo,Warlubie,świecki,kujawsko-pomorskie,,,2022-10-16 10:10:12.786 +0200,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,7,,true,,1891,53.55088,18.60741,700000.0,PLN,2031.104921077066
"Warszawa, Praga-Południe, Warszawa, Praga-Południe",Warszawa,Warszawa,Warszawa,mazowieckie,,,2022-10-18 17:16:28.519 +0200,REAL_ESTATE_AGENCY,,,,,,,,8,,,,1930,51.91944,19.14514,1400000.0,PLN,4827.586206896552
"mazowieckie, Warszawa, Praga-Południe, Bakaliowa 6",Warszawa,Warszawa,Warszawa,mazowieckie,Bakaliowa,,2022-10-18 09:33:38.199 +0200,PRIVATE,,,WATER_SUPPLY,BRICK,,MESH,,8,,,,1930,52.23731325,21.12725238,1300000.0,PLN,4193.548387096775
"Warszawski Zachodni, Łomianki, Dziekanów Polski",Dziekanów Polski,Łomianki,warszawski zachodni,mazowieckie,,,2022-10-20 11:33:43.075 +0200,REAL_ESTATE_AGENCY,,,,BLOCK,,,,7,,,,2005,52.365852,20.8437681,2460000.0,PLN,7687.5
"Warszawski Zachodni, Łomianki, Dziekanów Polski",Dziekanów Polski,Łomianki,warszawski zachodni,mazowieckie,,,2022-10-20 11:25:50.319 +0200,,,,,BLOCK,,,,7,,,,2005,52.365852,20.8437681,2460000.0,PLN,9389.312977099236
"Wołowski, Wińsko, Budków",Budków,Wińsko,wołowski,dolnośląskie,,,2022-10-17 17:04:15.894 +0200,REAL_ESTATE_AGENCY,NONE,TILED_STOVE,WELL,,METAL_TILE,MIXED,,3,1,true,,,,,295000.0,PLN,2269.230769230769
"Wołowski, Wińsko, Budków",Budków,Wińsko,wołowski,dolnośląskie,,,2022-10-17 17:09:16.826 +0200,REAL_ESTATE_AGENCY,NONE,TILED_STOVE,WELL,,METAL_TILE,MIXED,,3,1,true,,,51.4832,16.4702,295000.0,PLN,2892.156862745098
*Hotel/pokoje do wynajęcia* 15min od Suntago *,Mszczonów,Mszczonów,żyrardowski,mazowieckie,,,2022-10-21 20:11:02.911 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,OTHER,,7,,true,,,51.98205,20.52162,2500000.0,PLN,6756.756756756757
"Dom, 1 250 m2, Puszcza Mariańska",Puszcza Mariańska,Puszcza Mariańska,żyrardowski,mazowieckie,,,2022-10-19 14:37:19.027 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,MESH,,10,,,,1918,51.97801,20.35046,1250000.0,PLN,1000.0
Pałac w Budzistowie z zabytkowym Parkiem - okazja.,Kołobrzeg,Kołobrzeg m,kołobrzeski,zachodniopomorskie,,,2022-10-25 13:37:16.622 +0200,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,CONCRETE,CERAMIC_TILE,OTHER,,10,,true,,,54.17944,15.55643,3850000.0,PLN,10000.0
"Łódź, Polesie, Os. Im. J. Montwiłła-Mireckiego, Przy Parku Na Zdrowiu",Łódź,Łódź,Łódź,łódzkie,Os. Im. J. Montwiłła-Mireckiego,,2022-10-27 13:04:42.461 +0200,,MUNICIPAL,,WATER_SUPPLY,BRICK,,OTHER,,5,,,,,51.7718,19.4173,2600000.0,PLN,10000.0
"Łódź, Polesie, Os. Im. J. Montwiłła-Mireckiego, Przy Parku Na Zdrowiu",Łódź,Łódź,Łódź,łódzkie,,,2022-10-27 13:04:20.389 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,,WATER_SUPPLY,BRICK,,OTHER,,5,,,,,51.7718,19.4173,2600000.0,PLN,8666.666666666666
Dworek z potencjałem,Nowosiedlice,Dobroszyce,oleśnicki,dolnośląskie,,,2022-10-23 16:04:37.686 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,8,,,,1893,51.24966,17.35942,249000.0,PLN,1245.0
Perła Okazja Ok. 60 Km. Od Warszawy Dojazd A2,Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie,,,2022-10-24 15:06:20.000 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,,OTHER,,10,,true,,1850,52.33161,21.98234,4195000.0,PLN,9322.222222222223
"Pilski (Pow.), Wysoka (Gm.), Gmurowo",Gmurowo,Wysoka,pilski,wielkopolskie,,,2022-10-23 12:35:32.281 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,,WATER_SUPPLY,MIXED,,OTHER,,8,8,true,true,1871,53.2227,17.0352,9600000.0,PLN,17328.519855595667
"Pilski (Pow.), Wysoka (Gm.), Gmurowo",Gmurowo,Wysoka,pilski,wielkopolskie,,,2022-10-23 12:32:53.052 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,,WATER_SUPPLY,MIXED,,OTHER,,8,8,true,true,1871,53.2227,17.0352,9600000.0,PLN,8679.92766726944
"Płocki (pow.), Staroźreby (gm.), Bromierzyk",Bromierzyk,Staroźreby,płocki,mazowieckie,,,2022-10-25 10:36:51.663 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,,WATER_SUPPLY,,,,,10,,,,,52.662,20.0346,499000.0,PLN,948.6692015209126
Dwór na sprzedaż * po remoncie do wykończenia *,Płońsk,Płońsk m,płoński,mazowieckie,,,2022-10-24 18:11:33.318 +0200,REAL_ESTATE_AGENCY,,OTHER_HEATING,,BRICK,,,,10,,,,1900,52.62301,20.37536,1450000.0,PLN,3452.3809523809523
"Dom, 390 m2, Poznań",Poznań,Poznań,Poznań,wielkopolskie,,,2022-10-26 16:40:41.208 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,BRICK,CERAMIC_TILE,METAL,,9,,true,,1975,52.41572,16.87466,4200000.0,PLN,10769.23076923077
s://youtu.be/k96f6c_j7E4,Gołyń,Biała Rawska,rawski,łódzkie,,,2022-10-25 13:40:47.765 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,METAL_SHEET,,,10,,,,1900,51.854958,20.4040575,2799000.0,PLN,4226.819691935971
Neoklasyczny pałac wraz z 15 ha parkiem.,Bobrowniki,Damnica,słupski,pomorskie,,,2022-10-23 22:20:14.321 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,,BRICK,,,,10,,true,,1864,54.524,17.32992,4728600.0,PLN,2814.6428571428573
"Zabytkowy Dwór po remoncie pod Toruniem, OKAZJA!",Jedwabno,Lubicz,toruński,kujawsko-pomorskie,,,2022-10-22 12:36:28.250 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,MESH,,10,,true,,1890,53.05104,18.77152,3100000.0,PLN,5299.145299145299
Stara szkoła ceglany dom do remontu przy jeziorze,Buk Góralski,Jabłonowo Pomorskie,brodnicki,kujawsko-pomorskie,,,2022-11-03 22:25:13.463 +0100,PRIVATE,,TILED_STOVE,WATER_SUPPLY,BRICK,CERAMIC_TILE,NONE,,8,,true,,1920,53.399159999999995,19.225967460327137,220000.0,PLN,687.5
Dworek w Czarnej Dąbrówce z pięknym stawem,Czarna Dąbrówka,Czarna Dąbrówka,bytowski,pomorskie,Bytowska,,2022-11-04 14:51:19.093 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BLOCK,,,,6,,true,,2008,53.70498,17.54631,2500000.0,PLN,3571.4285714285716
Dom na sprzedaż,Lubasz,Szczucin,dąbrowski,małopolskie,,,2022-11-04 06:35:38.435 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,METAL,,14,,,,1920,50.302459,21.04697,3990000.0,PLN,6435.4838709677415
Dom na sprzedaż,Marzewo,Pasłęk,elbląski,warmińsko-mazurskie,,,2022-11-03 02:03:11.913 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,,,12,,,,1853,53.9644557,19.6943844,7500000.0,PLN,7684.426229508197
"Łęczycki, Piątek, Witów",Witów,Piątek,łęczycki,łódzkie,,,2022-10-30 13:48:15.881 +0100,REAL_ESTATE_AGENCY,MUNICIPAL,BOILER_ROOM,WATER_SUPPLY,BRICK,,MIXED,,11,3,true,,1875,52.03322,19.5308,2900000.0,PLN,4531.25
"Łęczycki, Piątek, Witów",Witów,Piątek,łęczycki,łódzkie,,,2022-10-30 13:51:03.742 +0100,,MUNICIPAL,BOILER_ROOM,WATER_SUPPLY,BRICK,,MIXED,,11,3,true,,1875,52.03322,19.5308,2900000.0,PLN,8529.411764705883
* Posiadłość dworska z historycznym parkiem 5ha *,Łódź,Łódź,Łódź,łódzkie,,,2022-11-03 19:10:31.116 +0100,REAL_ESTATE_AGENCY,,,,,,,,10,,true,,1900,51.77095,19.46172,2700000.0,PLN,2766.3934426229507
Sprzedam dom z basenem Konstancin rezydencja,Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie,,,2022-11-04 14:05:55.441 +0100,REAL_ESTATE_AGENCY,,,,,,,,10,,,,2000,52.09387,21.11772,3000000.0,PLN,3125.0
Dom na sprzedaż,Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie,,,2022-10-31 11:47:43.820 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,OTHER,,9,,,,2000,52.0834787,21.1208073,4999000.0,PLN,6943.055555555556
Dworek na sprzedaż,Woźniki,Wola Krzysztoporska,piotrkowski,łódzkie,,,2022-11-04 14:51:19.124 +0100,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,BRICK,ROOFING_FELT,MESH,,10,,true,,,51.41438,19.52461,3200000.0,PLN,3200.0
Dworek w Łowinie/sprzedaż lub zamiana na m4,Łowin,Pruszcz,świecki,kujawsko-pomorskie,,,2022-11-03 14:14:58.551 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,7,,true,,1908,53.34601,18.16742,1198000.0,PLN,3993.3333333333335
Dwór z historycznym parkiem *Inwestycja*,Warszawa,Warszawa,Warszawa,mazowieckie,,,2022-11-03 19:10:30.567 +0100,REAL_ESTATE_AGENCY,,,,,,,,10,,true,,1900,52.22968,21.01223,2700000.0,PLN,2766.3934426229507
Dom na sprzedaż,Żagań,Żagań m,żagański,lubuskie,Karliki,"2",2022-11-01 19:44:03.965 +0100,PRIVATE,,,WATER_SUPPLY,BRICK,,METAL,,14,,,,1890,51.5872158,15.3091651,3950000.0,PLN,5337.8378378378375
Unikatowa rezydencja - Podkowa Leśna,Podkowa Leśna,Podkowa Leśna,grodziski,mazowieckie,,,2022-11-10 13:51:31.019 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,,,,,10,,,,2000,52.12039,20.71846,6900000.0,PLN,10513.484686881
Ładna okolica,Żerków,Żerków,jarociński,wielkopolskie,,,2022-11-08 15:06:13.723 +0100,PRIVATE,,GAS_HEATING,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,10,,,,,52.06667,17.56667,700000.0,PLN,520.0594353640416
Dom na sprzedaż,Wołczyn,Wołczyn,kluczborski,opolskie,,,2022-11-08 15:36:12.742 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,20,,,,1780,51.0184963,18.0515703,600000.0,PLN,480.0
Dom na sprzedaż,Łódź,Łódź,Łódź,łódzkie,,,2022-11-07 12:39:25.925 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,2,,,,1990,51.7592485,19.4559833,7578000.0,PLN,4736.25
Dom na sprzedaż,Cybulice Małe,Czosnów,nowodworski,mazowieckie,Kasztanowa,,2022-11-11 08:04:07.030 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,OTHER,,9,,,,2005,52.3902135,20.6445472,2300000.0,PLN,6216.216216216216
Budynek mieszkalno-usługowy w sercu Pienin,Krościenko nad Dunajcem,Krościenko nad Dunajcem,nowotarski,małopolskie,,,2022-11-10 12:35:43.137 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,,,10,,true,,1929,49.44035,20.43218,2999999.0,PLN,2982.106361829026
Willa Z Duszą-Topowa Lokalizacja-Możl. 19 Mieszkań,Poznań,Poznań,Poznań,wielkopolskie,"28 Czerwca 1956 r. 1956 r.",,2022-11-09 20:04:40.007 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,OTHER,,10,,true,,1895,52.38618233,16.91467524,4500000.0,PLN,6428.571428571428
Wyjątkowy dworek nieopodal Przemyśla w Kuńkowcach,Kuńkowce,Przemyśl,przemyski,podkarpackie,,,2022-11-09 14:35:29.695 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,,OTHER,CERAMIC_TILE,OTHER,,5,,,,2012,49.80211,22.71599,1290000.0,PLN,6478.830797046858
"Przemyski, Przemyśl, Kuńkowce",Przemyśl,Przemyśl m,Przemyśl,podkarpackie,,,2022-11-09 14:46:01.357 +0100,REAL_ESTATE_AGENCY,GAS_HEATING,GAS_HEATING,WATER_SUPPLY,YTONG,,MIXED,,5,,,,2012,49.80211,22.71599,1290000.0,PLN,6318.573667711599
"Przemyski, Przemyśl, Kuńkowce",Przemyśl,Przemyśl m,Przemyśl,podkarpackie,,,2022-11-09 14:36:35.584 +0100,REAL_ESTATE_AGENCY,GAS_HEATING,GAS_HEATING,WATER_SUPPLY,YTONG,,MIXED,,5,,,,2012,49.80211,22.71599,1290000.0,PLN,6482.412060301507
"Oryginalny, ponadczasowy dom.",Kiełpin,Łomianki,warszawski zachodni,mazowieckie,Wiśniowa,,2022-11-09 20:10:27.196 +0100,REAL_ESTATE_AGENCY,,,,,,,,8,,true,,2012,52.35752,20.86964,4500000.0,PLN,11538.461538461539
Zabytkowa Stara Willa Sturma !!!,Gozdnica,Gozdnica,żagański,lubuskie,,,2022-11-10 02:32:27.474 +0100,REAL_ESTATE_AGENCY,,,,,CERAMIC_TILE,,,10,,,,1889,51.43689,15.09736,5600000.0,PLN,4666.666666666667
"złotoryjski, Świerzawa, Podgórki",Podgórki,Świerzawa,złotoryjski,dolnośląskie,,,2022-11-09 12:45:53.351 +0100,REAL_ESTATE_AGENCY,,,,,,,,40,,,,,51.0141,15.8948,4500000.0,PLN,820.4193254329991
"Żywiecki, Żywiec, al. Paderewskiego",Żywiec,Żywiec,żywiecki,śląskie,Paderewskiego,,2022-11-10 16:16:07.914 +0100,REAL_ESTATE_AGENCY,MUNICIPAL,BOILER_ROOM,WATER_SUPPLY,,METAL_TILE,,,7,,,true,1917,49.6912492,19.2063667,1379000.0,PLN,4566.225165562914
Willa Wolfa wyjątkowa nieruchomość,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,śląskie,Józefa Lompy,,2022-11-16 14:47:55.614 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,OTHER,,OTHER,,7,,true,,1920,49.8178897,19.0415606,995000.0,PLN,2153.6796536796537
Kalisz,Kalisz,Kalisz,Kalisz,wielkopolskie,,,2022-11-16 13:05:20.694 +0100,REAL_ESTATE_AGENCY,,,,BRICK,CERAMIC_TILE,,,10,,,,1850,51.7672799,18.0853462,9500000.0,PLN,4871.794871794872
"Rezydencja, Dom, 660m",Kędzierzyn-Koźle,Kędzierzyn-Koźle,kędzierzyńsko-kozielski,opolskie,,,2022-11-14 14:20:35.441 +0100,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,OTHER,OTHER,,10,,,,1750,50.3382168448661,18.149483910213853,1200000.0,PLN,1818.1818181818182
Dwór Modrzewiowy w centrum Polski,Orenice,Piątek,łęczycki,łódzkie,,,2022-11-14 11:09:12.702 +0100,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,WOOD,OTHER,WOODEN,,10,,,,1890,52.08759835769537,19.528076884994526,2390000.0,PLN,6828.571428571428
Klasyczny dwór polski w poblizu lasu,Pomiechówek,Pomiechówek,nowodworski,mazowieckie,,,2022-11-15 14:11:55.118 +0100,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,8,,,,2003,52.4720911,20.7337207,3800000.0,PLN,10857.142857142857
Dom na sprzedaż,Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie,,,2022-11-16 17:14:35.550 +0100,REAL_ESTATE_AGENCY,,,,BRICK,,OTHER,,9,,,,2000,52.0834787,21.1208073,4999000.0,PLN,6943.055555555556
Dom (Dworek) - Pszczyna,Pszczyna,Pszczyna,pszczyński,śląskie,Katowicka,,2022-11-18 13:06:41.578 +0100,REAL_ESTATE_AGENCY,,,,,,,,8,,,,2000,49.9931,18.94888,1560000.0,PLN,48948.85472230938
Odrestaurowany dwór z XIX w.,Sokola Góra,Wielgomłyny,radomszczański,łódzkie,,,2022-11-14 11:21:00.955 +0100,REAL_ESTATE_AGENCY,,OTHER_HEATING,WATER_SUPPLY,BRICK,,OTHER,,8,,true,,1871,51.06169,19.83251,4500000.0,PLN,6923.076923076923
Rezydencja na sprzedaż k/Stalowej Woli,Rzeszów,Rzeszów ,Rzeszów,podkarpackie,,,2022-11-15 14:52:16.438 +0100,REAL_ESTATE_AGENCY,,GAS_HEATING,,,,OTHER,,8,,,,2009,50.54303,22.12821,6900000.0,PLN,11423.84105960265
